Problem:    MathProg2
   364 Restriccion_hora_maximo[AV2,PISTA4,1]
                               10000                       10030 
   365 Restriccion_hora_maximo[AV2,PISTA4,2]
                                   0                       10015 
   366 Restriccion_hora_maximo[AV2,PISTA4,3]
                                   0                       10000 
   367 Restriccion_hora_maximo[AV2,PISTA4,4]
                                   0                        9985 
   368 Restriccion_hora_maximo[AV2,PISTA4,5]
                                   0                        9970 
   369 Restriccion_hora_maximo[AV2,PISTA4,6]
                                   0                        9955 
   370 Restriccion_hora_maximo[AV2,PISTA4,7]
                                   0                        9940 
   371 Restriccion_hora_maximo[AV3,PISTA1,1]
                                   0                       10060 
   372 Restriccion_hora_maximo[AV3,PISTA1,2]
                                   0                       10045 
   373 Restriccion_hora_maximo[AV3,PISTA1,3]
                                   0                       10030 
   374 Restriccion_hora_maximo[AV3,PISTA1,4]
                                   0                       10015 
   375 Restriccion_hora_maximo[AV3,PISTA1,5]
                                   0                       10000 
   376 Restriccion_hora_maximo[AV3,PISTA1,6]
                                   0                        9985 
   377 Restriccion_hora_maximo[AV3,PISTA1,7]
                                   0                        9970 
   378 Restriccion_hora_maximo[AV3,PISTA2,1]
                                   0                       10060 
   379 Restriccion_hora_maximo[AV3,PISTA2,2]
                                   0                       10045 
   380 Restriccion_hora_maximo[AV3,PISTA2,3]
                                   0                       10030 
   381 Restriccion_hora_maximo[AV3,PISTA2,4]
                               10000                       10015 
   382 Restriccion_hora_maximo[AV3,PISTA2,5]
                                   0                       10000 
   383 Restriccion_hora_maximo[AV3,PISTA2,6]
                                   0                        9985 
   384 Restriccion_hora_maximo[AV3,PISTA2,7]
                                   0                        9970 
   385 Restriccion_hora_maximo[AV3,PISTA3,1]
                                   0                       10060 
   386 Restriccion_hora_maximo[AV3,PISTA3,2]
                                   0                       10045 
   387 Restriccion_hora_maximo[AV3,PISTA3,3]
                                   0                       10030 
   388 Restriccion_hora_maximo[AV3,PISTA3,4]
                                   0                       10015 
   389 Restriccion_hora_maximo[AV3,PISTA3,5]
                                   0                       10000 
   390 Restriccion_hora_maximo[AV3,PISTA3,6]
                                   0                        9985 
   391 Restriccion_hora_maximo[AV3,PISTA3,7]
                                   0                        9970 
   392 Restriccion_hora_maximo[AV3,PISTA4,1]
                                   0                       10060 
   393 Restriccion_hora_maximo[AV3,PISTA4,2]
                                   0                       10045 
   394 Restriccion_hora_maximo[AV3,PISTA4,3]
                                   0                       10030 
   395 Restriccion_hora_maximo[AV3,PISTA4,4]
                                   0                       10015 
   396 Restriccion_hora_maximo[AV3,PISTA4,5]
                                   0                       10000 
   397 Restriccion_hora_maximo[AV3,PISTA4,6]
                                   0                        9985 
   398 Restriccion_hora_maximo[AV3,PISTA4,7]
                                   0                        9970 
   399 Restriccion_hora_maximo[AV4,PISTA1,1]
                                   0                       10075 
   400 Restriccion_hora_maximo[AV4,PISTA1,2]
                                   0                       10060 
   401 Restriccion_hora_maximo[AV4,PISTA1,3]
                                   0                       10045 
   402 Restriccion_hora_maximo[AV4,PISTA1,4]
                                   0                       10030 
   403 Restriccion_hora_maximo[AV4,PISTA1,5]
                               10000                       10015 
   404 Restriccion_hora_maximo[AV4,PISTA1,6]
                                   0                       10000 
   405 Restriccion_hora_maximo[AV4,PISTA1,7]
                                   0                        9985 
   406 Restriccion_hora_maximo[AV4,PISTA2,1]
                                   0                       10075 
   407 Restriccion_hora_maximo[AV4,PISTA2,2]
                                   0                       10060 
   408 Restriccion_hora_maximo[AV4,PISTA2,3]
                                   0                       10045 
   409 Restriccion_hora_maximo[AV4,PISTA2,4]
                                   0                       10030 
   410 Restriccion_hora_maximo[AV4,PISTA2,5]
                                   0                       10015 
   411 Restriccion_hora_maximo[AV4,PISTA2,6]
                                   0                       10000 
   412 Restriccion_hora_maximo[AV4,PISTA2,7]
                                   0                        9985 
   413 Restriccion_hora_maximo[AV4,PISTA3,1]
                                   0                       10075 
   414 Restriccion_hora_maximo[AV4,PISTA3,2]
                                   0                       10060 
   415 Restriccion_hora_maximo[AV4,PISTA3,3]
                                   0                       10045 
   416 Restriccion_hora_maximo[AV4,PISTA3,4]
                                   0                       10030 
   417 Restriccion_hora_maximo[AV4,PISTA3,5]
                                   0                       10015 
   418 Restriccion_hora_maximo[AV4,PISTA3,6]
                                   0                       10000 
   419 Restriccion_hora_maximo[AV4,PISTA3,7]
                                   0                        9985 
   420 Restriccion_hora_maximo[AV4,PISTA4,1]
                                   0                       10075 
   421 Restriccion_hora_maximo[AV4,PISTA4,2]
                                   0                       10060 
   422 Restriccion_hora_maximo[AV4,PISTA4,3]
                                   0                       10045 
   423 Restriccion_hora_maximo[AV4,PISTA4,4]
                                   0                       10030 
   424 Restriccion_hora_maximo[AV4,PISTA4,5]
                                   0                       10015 
   425 Restriccion_hora_maximo[AV4,PISTA4,6]
                                   0                       10000 
   426 Restriccion_hora_maximo[AV4,PISTA4,7]
                                   0                        9985 
   427 Restriccion_hora_maximo[AV5,PISTA1,1]
                                   0                       10090 
   428 Restriccion_hora_maximo[AV5,PISTA1,2]
                                   0                       10075 
   429 Restriccion_hora_maximo[AV5,PISTA1,3]
                                   0                       10060 
   430 Restriccion_hora_maximo[AV5,PISTA1,4]
                                   0                       10045 
   431 Restriccion_hora_maximo[AV5,PISTA1,5]
                                   0                       10030 
   432 Restriccion_hora_maximo[AV5,PISTA1,6]
                                   0                       10015 
   433 Restriccion_hora_maximo[AV5,PISTA1,7]
                                   0                       10000 
   434 Restriccion_hora_maximo[AV5,PISTA2,1]
                                   0                       10090 
   435 Restriccion_hora_maximo[AV5,PISTA2,2]
                                   0                       10075 
   436 Restriccion_hora_maximo[AV5,PISTA2,3]
                                   0                       10060 
   437 Restriccion_hora_maximo[AV5,PISTA2,4]
                                   0                       10045 
   438 Restriccion_hora_maximo[AV5,PISTA2,5]
                                   0                       10030 
   439 Restriccion_hora_maximo[AV5,PISTA2,6]
                                   0                       10015 
   440 Restriccion_hora_maximo[AV5,PISTA2,7]
                                   0                       10000 
   441 Restriccion_hora_maximo[AV5,PISTA3,1]
                                   0                       10090 
   442 Restriccion_hora_maximo[AV5,PISTA3,2]
                                   0                       10075 
   443 Restriccion_hora_maximo[AV5,PISTA3,3]
                                   0                       10060 
   444 Restriccion_hora_maximo[AV5,PISTA3,4]
                                   0                       10045 
   445 Restriccion_hora_maximo[AV5,PISTA3,5]
                                   0                       10030 
   446 Restriccion_hora_maximo[AV5,PISTA3,6]
                                   0                       10015 
   447 Restriccion_hora_maximo[AV5,PISTA3,7]
                                   0                       10000 
   448 Restriccion_hora_maximo[AV5,PISTA4,1]
                                   0                       10090 
   449 Restriccion_hora_maximo[AV5,PISTA4,2]
                                   0                       10075 
   450 Restriccion_hora_maximo[AV5,PISTA4,3]
                                   0                       10060 
   451 Restriccion_hora_maximo[AV5,PISTA4,4]
                                   0                       10045 
   452 Restriccion_hora_maximo[AV5,PISTA4,5]
                                   0                       10030 
   453 Restriccion_hora_maximo[AV5,PISTA4,6]
                               10000                       10015 
   454 Restriccion_hora_maximo[AV5,PISTA4,7]
                                   0                       10000 
   455 Restriccion_slots_consecutivos[AV1,PISTA1,1]
                                   0                           1 
   456 Restriccion_slots_consecutivos[AV1,PISTA1,2]
                                   0                           1 
   457 Restriccion_slots_consecutivos[AV1,PISTA1,3]
                                   0                           1 
   458 Restriccion_slots_consecutivos[AV1,PISTA1,4]
                                   0                           1 
   459 Restriccion_slots_consecutivos[AV1,PISTA1,5]
                                   0                           1 
   460 Restriccion_slots_consecutivos[AV1,PISTA1,6]
                                   0                           1 
   461 Restriccion_slots_consecutivos[AV1,PISTA2,1]
                                   0                           1 
   462 Restriccion_slots_consecutivos[AV1,PISTA2,2]
                                   0                           1 
   463 Restriccion_slots_consecutivos[AV1,PISTA2,3]
                                   0                           1 
   464 Restriccion_slots_consecutivos[AV1,PISTA2,4]
                                   0                           1 
   465 Restriccion_slots_consecutivos[AV1,PISTA2,5]
                                   0                           1 
   466 Restriccion_slots_consecutivos[AV1,PISTA2,6]
                                   0                           1 
   467 Restriccion_slots_consecutivos[AV1,PISTA3,1]
                                   1                           1 
   468 Restriccion_slots_consecutivos[AV1,PISTA3,2]
                                   1                           1 
   469 Restriccion_slots_consecutivos[AV1,PISTA3,3]
                                   0                           1 
   470 Restriccion_slots_consecutivos[AV1,PISTA3,4]
                                   0                           1 
   471 Restriccion_slots_consecutivos[AV1,PISTA3,5]
                                   0                           1 
   472 Restriccion_slots_consecutivos[AV1,PISTA3,6]
                                   0                           1 
   473 Restriccion_slots_consecutivos[AV1,PISTA4,1]
                                   0                           1 
   474 Restriccion_slots_consecutivos[AV1,PISTA4,2]
                                   0                           1 
   475 Restriccion_slots_consecutivos[AV1,PISTA4,3]
                                   0                           1 
   476 Restriccion_slots_consecutivos[AV1,PISTA4,4]
                                   0                           1 
   477 Restriccion_slots_consecutivos[AV1,PISTA4,5]
                                   0                           1 
   478 Restriccion_slots_consecutivos[AV1,PISTA4,6]
                                   0                           1 
   479 Restriccion_slots_consecutivos[AV2,PISTA1,1]
                                   0                           1 
   480 Restriccion_slots_consecutivos[AV2,PISTA1,2]
                                   0                           1 
   481 Restriccion_slots_consecutivos[AV2,PISTA1,3]
                                   0                           1 
   482 Restriccion_slots_consecutivos[AV2,PISTA1,4]
                                   0                           1 
   483 Restriccion_slots_consecutivos[AV2,PISTA1,5]
                                   0                           1 
   484 Restriccion_slots_consecutivos[AV2,PISTA1,6]
                                   0                           1 
   485 Restriccion_slots_consecutivos[AV2,PISTA2,1]
                                   0                           1 
   486 Restriccion_slots_consecutivos[AV2,PISTA2,2]
                                   0                           1 
   487 Restriccion_slots_consecutivos[AV2,PISTA2,3]
                                   0                           1 
   488 Restriccion_slots_consecutivos[AV2,PISTA2,4]
                                   0                           1 
   489 Restriccion_slots_consecutivos[AV2,PISTA2,5]
                                   0                           1 
   490 Restriccion_slots_consecutivos[AV2,PISTA2,6]
                                   0                           1 
   491 Restriccion_slots_consecutivos[AV2,PISTA3,1]
                                   0                           1 
   492 Restriccion_slots_consecutivos[AV2,PISTA3,2]
                                   0                           1 
   493 Restriccion_slots_consecutivos[AV2,PISTA3,3]
                                   0                           1 
   494 Restriccion_slots_consecutivos[AV2,PISTA3,4]
                                   0                           1 
   495 Restriccion_slots_consecutivos[AV2,PISTA3,5]
                                   0                           1 
   496 Restriccion_slots_consecutivos[AV2,PISTA3,6]
                                   0                           1 
   497 Restriccion_slots_consecutivos[AV2,PISTA4,1]
                                   1                           1 
   498 Restriccion_slots_consecutivos[AV2,PISTA4,2]
                                   0                           1 
   499 Restriccion_slots_consecutivos[AV2,PISTA4,3]
                                   0                           1 
   500 Restriccion_slots_consecutivos[AV2,PISTA4,4]
                                   0                           1 
   501 Restriccion_slots_consecutivos[AV2,PISTA4,5]
                                   0                           1 
   502 Restriccion_slots_consecutivos[AV2,PISTA4,6]
                                   0                           1 
   503 Restriccion_slots_consecutivos[AV3,PISTA1,1]
                                   0                           1 
   504 Restriccion_slots_consecutivos[AV3,PISTA1,2]
                                   0                           1 
   505 Restriccion_slots_consecutivos[AV3,PISTA1,3]
                                   0                           1 
   506 Restriccion_slots_consecutivos[AV3,PISTA1,4]
                                   0                           1 
   507 Restriccion_slots_consecutivos[AV3,PISTA1,5]
                                   0                           1 
   508 Restriccion_slots_consecutivos[AV3,PISTA1,6]
                                   0                           1 
   509 Restriccion_slots_consecutivos[AV3,PISTA2,1]
                                   0                           1 
   510 Restriccion_slots_consecutivos[AV3,PISTA2,2]
                                   0                           1 
   511 Restriccion_slots_consecutivos[AV3,PISTA2,3]
                                   1                           1 
   512 Restriccion_slots_consecutivos[AV3,PISTA2,4]
                                   1                           1 
   513 Restriccion_slots_consecutivos[AV3,PISTA2,5]
                                   0                           1 
   514 Restriccion_slots_consecutivos[AV3,PISTA2,6]
                                   0                           1 
   515 Restriccion_slots_consecutivos[AV3,PISTA3,1]
                                   0                           1 
   516 Restriccion_slots_consecutivos[AV3,PISTA3,2]
                                   0                           1 
   517 Restriccion_slots_consecutivos[AV3,PISTA3,3]
                                   0                           1 
   518 Restriccion_slots_consecutivos[AV3,PISTA3,4]
                                   0                           1 
   519 Restriccion_slots_consecutivos[AV3,PISTA3,5]
                                   0                           1 
   520 Restriccion_slots_consecutivos[AV3,PISTA3,6]
                                   0                           1 
   521 Restriccion_slots_consecutivos[AV3,PISTA4,1]
                                   0                           1 
   522 Restriccion_slots_consecutivos[AV3,PISTA4,2]
                                   0                           1 
   523 Restriccion_slots_consecutivos[AV3,PISTA4,3]
                                   0                           1 
   524 Restriccion_slots_consecutivos[AV3,PISTA4,4]
                                   0                           1 
   525 Restriccion_slots_consecutivos[AV3,PISTA4,5]
                                   0                           1 
   526 Restriccion_slots_consecutivos[AV3,PISTA4,6]
                                   0                           1 
   527 Restriccion_slots_consecutivos[AV4,PISTA1,1]
                                   0                           1 
   528 Restriccion_slots_consecutivos[AV4,PISTA1,2]
                                   0                           1 
   529 Restriccion_slots_consecutivos[AV4,PISTA1,3]
                                   0                           1 
   530 Restriccion_slots_consecutivos[AV4,PISTA1,4]
                                   1                           1 
   531 Restriccion_slots_consecutivos[AV4,PISTA1,5]
                                   1                           1 
   532 Restriccion_slots_consecutivos[AV4,PISTA1,6]
                                   0                           1 
   533 Restriccion_slots_consecutivos[AV4,PISTA2,1]
                                   0                           1 
   534 Restriccion_slots_consecutivos[AV4,PISTA2,2]
                                   0                           1 
   535 Restriccion_slots_consecutivos[AV4,PISTA2,3]
                                   0                           1 
   536 Restriccion_slots_consecutivos[AV4,PISTA2,4]
                                   0                           1 
   537 Restriccion_slots_consecutivos[AV4,PISTA2,5]
                                   0                           1 
   538 Restriccion_slots_consecutivos[AV4,PISTA2,6]
                                   0                           1 
   539 Restriccion_slots_consecutivos[AV4,PISTA3,1]
                                   0                           1 
   540 Restriccion_slots_consecutivos[AV4,PISTA3,2]
                                   0                           1 
   541 Restriccion_slots_consecutivos[AV4,PISTA3,3]
                                   0                           1 
   542 Restriccion_slots_consecutivos[AV4,PISTA3,4]
                                   0                           1 
   543 Restriccion_slots_consecutivos[AV4,PISTA3,5]
                                   0                           1 
   544 Restriccion_slots_consecutivos[AV4,PISTA3,6]
                                   0                           1 
   545 Restriccion_slots_consecutivos[AV4,PISTA4,1]
                                   0                           1 
   546 Restriccion_slots_consecutivos[AV4,PISTA4,2]
                                   0                           1 
   547 Restriccion_slots_consecutivos[AV4,PISTA4,3]
                                   0                           1 
   548 Restriccion_slots_consecutivos[AV4,PISTA4,4]
                                   0                           1 
   549 Restriccion_slots_consecutivos[AV4,PISTA4,5]
                                   0                           1 
   550 Restriccion_slots_consecutivos[AV4,PISTA4,6]
                                   0                           1 
   551 Restriccion_slots_consecutivos[AV5,PISTA1,1]
                                   0                           1 
   552 Restriccion_slots_consecutivos[AV5,PISTA1,2]
                                   0                           1 
   553 Restriccion_slots_consecutivos[AV5,PISTA1,3]
                                   0                           1 
   554 Restriccion_slots_consecutivos[AV5,PISTA1,4]
                                   0                           1 
   555 Restriccion_slots_consecutivos[AV5,PISTA1,5]
                                   0                           1 
   556 Restriccion_slots_consecutivos[AV5,PISTA1,6]
                                   0                           1 
   557 Restriccion_slots_consecutivos[AV5,PISTA2,1]
                                   0                           1 
   558 Restriccion_slots_consecutivos[AV5,PISTA2,2]
                                   0                           1 
   559 Restriccion_slots_consecutivos[AV5,PISTA2,3]
                                   0                           1 
   560 Restriccion_slots_consecutivos[AV5,PISTA2,4]
                                   0                           1 
   561 Restriccion_slots_consecutivos[AV5,PISTA2,5]
                                   0                           1 
   562 Restriccion_slots_consecutivos[AV5,PISTA2,6]
                                   0                           1 
   563 Restriccion_slots_consecutivos[AV5,PISTA3,1]
                                   0                           1 
   564 Restriccion_slots_consecutivos[AV5,PISTA3,2]
                                   0                           1 
   565 Restriccion_slots_consecutivos[AV5,PISTA3,3]
                                   0                           1 
   566 Restriccion_slots_consecutivos[AV5,PISTA3,4]
                                   0                           1 
   567 Restriccion_slots_consecutivos[AV5,PISTA3,5]
                                   0                           1 
   568 Restriccion_slots_consecutivos[AV5,PISTA3,6]
                                   0                           1 
   569 Restriccion_slots_consecutivos[AV5,PISTA4,1]
                                   0                           1 
   570 Restriccion_slots_consecutivos[AV5,PISTA4,2]
                                   0                           1 
   571 Restriccion_slots_consecutivos[AV5,PISTA4,3]
                                   0                           1 
   572 Restriccion_slots_consecutivos[AV5,PISTA4,4]
                                   0                           1 
   573 Restriccion_slots_consecutivos[AV5,PISTA4,5]
                                   1                           1 
   574 Restriccion_slots_consecutivos[AV5,PISTA4,6]
                                   1                           1 

   No. Column name       Activity     Lower bound   Upper bound
------ ------------    ------------- ------------- -------------
     1 disponible[AV1,PISTA1,1]
                    *              0             0             1 
     2 disponible[AV1,PISTA1,2]
                    *              0             0             1 
     3 disponible[AV1,PISTA1,3]
                    *              0             0             1 
     4 disponible[AV1,PISTA1,4]
                    *              0             0             1 
     5 disponible[AV1,PISTA1,5]
                    *              0             0             1 
     6 disponible[AV1,PISTA1,6]
                    *              0             0             1 
     7 disponible[AV1,PISTA1,7]
                    *              0             0             1 
     8 disponible[AV1,PISTA2,1]
                    *              0             0             1 
     9 disponible[AV1,PISTA2,2]
                    *              0             0             1 
    10 disponible[AV1,PISTA2,3]
                    *              0             0             1 
    11 disponible[AV1,PISTA2,4]
                    *              0             0             1 
    12 disponible[AV1,PISTA2,5]
                    *              0             0             1 
    13 disponible[AV1,PISTA2,6]
                    *              0             0             1 
    14 disponible[AV1,PISTA2,7]
                    *              0             0             1 
    15 disponible[AV1,PISTA3,1]
                    *              0             0             1 
    16 disponible[AV1,PISTA3,2]
                    *              1             0             1 
    17 disponible[AV1,PISTA3,3]
                    *              0             0             1 
    18 disponible[AV1,PISTA3,4]
                    *              0             0             1 
    19 disponible[AV1,PISTA3,5]
                    *              0             0             1 
    20 disponible[AV1,PISTA3,6]
                    *              0             0             1 
    21 disponible[AV1,PISTA3,7]
                    *              0             0             1 
    22 disponible[AV1,PISTA4,1]
                    *              0             0             1 
    23 disponible[AV1,PISTA4,2]
                    *              0             0             1 
    24 disponible[AV1,PISTA4,3]
                    *              0             0             1 
    25 disponible[AV1,PISTA4,4]
                    *              0             0             1 
    26 disponible[AV1,PISTA4,5]
                    *              0             0             1 
    27 disponible[AV1,PISTA4,6]
                    *              0             0             1 
    28 disponible[AV1,PISTA4,7]
                    *              0             0             1 
    29 disponible[AV2,PISTA1,1]
                    *              0             0             1 
    30 disponible[AV2,PISTA1,2]
                    *              0             0             1 
    31 disponible[AV2,PISTA1,3]
                    *              0             0             1 
    32 disponible[AV2,PISTA1,4]
                    *              0             0             1 
    33 disponible[AV2,PISTA1,5]
                    *              0             0             1 
    34 disponible[AV2,PISTA1,6]
                    *              0             0             1 
    35 disponible[AV2,PISTA1,7]
                    *              0             0             1 
    36 disponible[AV2,PISTA2,1]
                    *              0             0             1 
    37 disponible[AV2,PISTA2,2]
                    *              0             0             1 
    38 disponible[AV2,PISTA2,3]
                    *              0             0             1 
    39 disponible[AV2,PISTA2,4]
                    *              0             0             1 
    40 disponible[AV2,PISTA2,5]
                    *              0             0             1 
    41 disponible[AV2,PISTA2,6]
                    *              0             0             1 
    42 disponible[AV2,PISTA2,7]
                    *              0             0             1 
    43 disponible[AV2,PISTA3,1]
                    *              0             0             1 
    44 disponible[AV2,PISTA3,2]
                    *              0             0             1 
    45 disponible[AV2,PISTA3,3]
                    *              0             0             1 
    46 disponible[AV2,PISTA3,4]
                    *              0             0             1 
    47 disponible[AV2,PISTA3,5]
                    *              0             0             1 
    48 disponible[AV2,PISTA3,6]
                    *              0             0             1 
    49 disponible[AV2,PISTA3,7]
                    *              0             0             1 
    50 disponible[AV2,PISTA4,1]
                    *              1             0             1 
    51 disponible[AV2,PISTA4,2]
                    *              0             0             1 
    52 disponible[AV2,PISTA4,3]
                    *              0             0             1 
    53 disponible[AV2,PISTA4,4]
                    *              0             0             1 
    54 disponible[AV2,PISTA4,5]
                    *              0             0             1 
    55 disponible[AV2,PISTA4,6]
                    *              0             0             1 
    56 disponible[AV2,PISTA4,7]
                    *              0             0             1 
    57 disponible[AV3,PISTA1,1]
                    *              0             0             1 
    58 disponible[AV3,PISTA1,2]
                    *              0             0             1 
    59 disponible[AV3,PISTA1,3]
                    *              0             0             1 
    60 disponible[AV3,PISTA1,4]
                    *              0             0             1 
    61 disponible[AV3,PISTA1,5]
                    *              0             0             1 
    62 disponible[AV3,PISTA1,6]
                    *              0             0             1 
    63 disponible[AV3,PISTA1,7]
                    *              0             0             1 
    64 disponible[AV3,PISTA2,1]
                    *              0             0             1 
    65 disponible[AV3,PISTA2,2]
                    *              0             0             1 
    66 disponible[AV3,PISTA2,3]
                    *              0             0             1 
    67 disponible[AV3,PISTA2,4]
                    *              1             0             1 
    68 disponible[AV3,PISTA2,5]
                    *              0             0             1 
    69 disponible[AV3,PISTA2,6]
                    *              0             0             1 
    70 disponible[AV3,PISTA2,7]
                    *              0             0             1 
    71 disponible[AV3,PISTA3,1]
                    *              0             0             1 
    72 disponible[AV3,PISTA3,2]
                    *              0             0             1 
    73 disponible[AV3,PISTA3,3]
                    *              0             0             1 
    74 disponible[AV3,PISTA3,4]
                    *              0             0             1 
    75 disponible[AV3,PISTA3,5]
                    *              0             0             1 
    76 disponible[AV3,PISTA3,6]
                    *              0             0             1 
    77 disponible[AV3,PISTA3,7]
                    *              0             0             1 
    78 disponible[AV3,PISTA4,1]
                    *              0             0             1 
    79 disponible[AV3,PISTA4,2]
                    *              0             0             1 
    80 disponible[AV3,PISTA4,3]
                    *              0             0             1 
    81 disponible[AV3,PISTA4,4]
                    *              0             0             1 
    82 disponible[AV3,PISTA4,5]
                    *              0             0             1 
    83 disponible[AV3,PISTA4,6]
                    *              0             0             1 
    84 disponible[AV3,PISTA4,7]
                    *              0             0             1 
    85 disponible[AV4,PISTA1,1]
                    *              0             0             1 
    86 disponible[AV4,PISTA1,2]
                    *              0             0             1 
    87 disponible[AV4,PISTA1,3]
                    *              0             0             1 
    88 disponible[AV4,PISTA1,4]
                    *              0             0             1 
    89 disponible[AV4,PISTA1,5]
                    *              1             0             1 
    90 disponible[AV4,PISTA1,6]
                    *              0             0             1 
    91 disponible[AV4,PISTA1,7]
                    *              0             0             1 
    92 disponible[AV4,PISTA2,1]
                    *              0             0             1 
    93 disponible[AV4,PISTA2,2]
                    *              0             0             1 
    94 disponible[AV4,PISTA2,3]
                    *              0             0             1 
    95 disponible[AV4,PISTA2,4]
                    *              0             0             1 
    96 disponible[AV4,PISTA2,5]
                    *              0             0             1 
    97 disponible[AV4,PISTA2,6]
                    *              0             0             1 
    98 disponible[AV4,PISTA2,7]
                    *              0             0             1 
    99 disponible[AV4,PISTA3,1]
                    *              0             0             1 
   100 disponible[AV4,PISTA3,2]
                    *              0             0             1 
   101 disponible[AV4,PISTA3,3]
                    *              0             0             1 
   102 disponible[AV4,PISTA3,4]
                    *              0             0             1 
   103 disponible[AV4,PISTA3,5]
                    *              0             0             1 
   104 disponible[AV4,PISTA3,6]
                    *              0             0             1 
   105 disponible[AV4,PISTA3,7]
                    *              0             0             1 
   106 disponible[AV4,PISTA4,1]
                    *              0             0             1 
   107 disponible[AV4,PISTA4,2]
                    *              0             0             1 
   108 disponible[AV4,PISTA4,3]
                    *              0             0             1 
   109 disponible[AV4,PISTA4,4]
                    *              0             0             1 
   110 disponible[AV4,PISTA4,5]
                    *              0             0             1 
   111 disponible[AV4,PISTA4,6]
                    *              0             0             1 
   112 disponible[AV4,PISTA4,7]
                    *              0             0             1 
   113 disponible[AV5,PISTA1,1]
                    *              0             0             1 
   114 disponible[AV5,PISTA1,2]
                    *              0             0             1 
   115 disponible[AV5,PISTA1,3]
                    *              0             0             1 
   116 disponible[AV5,PISTA1,4]
                    *              0             0             1 
   117 disponible[AV5,PISTA1,5]
                    *              0             0             1 
   118 disponible[AV5,PISTA1,6]
                    *              0             0             1 
   119 disponible[AV5,PISTA1,7]
                    *              0             0             1 
   120 disponible[AV5,PISTA2,1]
                    *              0             0             1 
   121 disponible[AV5,PISTA2,2]
                    *              0             0             1 
   122 disponible[AV5,PISTA2,3]
                    *              0             0             1 
   123 disponible[AV5,PISTA2,4]
                    *              0             0             1 
   124 disponible[AV5,PISTA2,5]
                    *              0             0             1 
   125 disponible[AV5,PISTA2,6]
                    *              0             0             1 
   126 disponible[AV5,PISTA2,7]
                    *              0             0             1 
   127 disponible[AV5,PISTA3,1]
                    *              0             0             1 
   128 disponible[AV5,PISTA3,2]
                    *              0             0             1 
   129 disponible[AV5,PISTA3,3]
                    *              0             0             1 
   130 disponible[AV5,PISTA3,4]
                    *              0             0             1 
   131 disponible[AV5,PISTA3,5]
                    *              0             0             1 
   132 disponible[AV5,PISTA3,6]
                    *              0             0             1 
   133 disponible[AV5,PISTA3,7]
                    *              0             0             1 
   134 disponible[AV5,PISTA4,1]
                    *              0             0             1 
   135 disponible[AV5,PISTA4,2]
                    *              0             0             1 
   136 disponible[AV5,PISTA4,3]
                    *              0             0             1 
   137 disponible[AV5,PISTA4,4]
                    *              0             0             1 
   138 disponible[AV5,PISTA4,5]
                    *              0             0             1 
   139 disponible[AV5,PISTA4,6]
                    *              1             0             1 
   140 disponible[AV5,PISTA4,7]
                    *              0             0             1 

Integer feasibility conditions:

KKT.PE: max.abs.err = 0.00e+00 on row 0
        max.rel.err = 0.00e+00 on row 0
        High quality

KKT.PB: max.abs.err = 0.00e+00 on row 0
        max.rel.err = 0.00e+00 on row 0
        High quality

End of output
